"player","position","date_of_birth_age","caps","franchise_province","team","club_province","url","birth_info"
"George Moala","Centre","(1990-11-05)5 November 1990 (aged 32)",5,NA,"Tonga","Clermont","https://en.wikipedia.org/wiki/George_Moala","Auckland, New Zealand"
"Afusipa Taumoepeau","Centre","(1990-01-26)26 January 1990 (aged 33)",12,NA,"Tonga","Perpignan","https://en.wikipedia.org/wiki/Afusipa_Taumoepeau","Sydney, New South Wales, Australia"
"Fine Inisi","Wing","(1998-05-19)19 May 1998 (aged 25)",7,NA,"Tonga","Moana Pasifika","https://en.wikipedia.org/wiki/Fine_Inisi","Auckland, New Zealand"
"Solomone Kata","Wing","(1994-12-03)3 December 1994 (aged 28)",9,NA,"Tonga","Leicester Tigers","https://en.wikipedia.org/wiki/Solomone_Kata",NA
"Kyren Taumoefolau","Wing","(2003-05-08)8 May 2003 (aged 20)",5,NA,"Tonga","Moana Pasifika","https://en.wikipedia.org/w/index.php?title=Kyren_Taumoefolau&action=edit&redlink=1",NA
"Anzelo Tuitavuki","Wing","(1998-10-10)10 October 1998 (aged 24)",7,NA,"Tonga","Moana Pasifika","https://en.wikipedia.org/wiki/Anzelo_Tuitavuki","Auckland, New Zealand"
"Charles Piutau","Fullback","(1991-10-31)31 October 1991 (aged 31)",5,NA,"Tonga","Shizuoka Blue Revs","https://en.wikipedia.org/wiki/Charles_Piutau","Auckland, New Zealand"
"Florin Bărdașu","Hooker","(1991-09-23)23 September 1991 (aged 31)",12,NA,"Romania","Steaua București","https://en.wikipedia.org/wiki/Florin_B%C4%83rda%C8%99u","Negrilești, Romania"
"Ovidiu Cojocaru","Hooker","(1996-11-19)19 November 1996 (aged 26)",32,NA,"Romania","Dinamo București","https://en.wikipedia.org/wiki/Ovidiu_Cojocaru","Pașcani, Romania"
"Robert Irimescu","Hooker","(1996-03-01)1 March 1996 (aged 27)",4,NA,"Romania","Știința Baia Mare","https://en.wikipedia.org/wiki/Robert_Irimescu","New York City, USA"
"Costel Burțilă","Prop","(1991-07-14)14 July 1991 (aged 32)",13,NA,"Romania","Hyères Carqueiranne","https://en.wikipedia.org/wiki/Costel_Bur%C8%9Bil%C4%83",NA
"Thomas Crețu","Prop","(2002-03-05)5 March 2002 (aged 21)",5,NA,"Romania","Aurillac","https://en.wikipedia.org/wiki/Thomas_Cre%C8%9Bu","France"
"Gheorghe Gajion","Prop","(1992-11-13)13 November 1992 (aged 30)",9,NA,"Romania","Mont-de-Marsan","https://en.wikipedia.org/wiki/Gheorghe_Gajion","Moldova"
"Alexandru Gordaș","Prop","(1994-05-11)11 May 1994 (aged 29)",35,NA,"Romania","Dinamo București","https://en.wikipedia.org/wiki/Alexandru_Gorda%C8%99","Romania"
"Iulian Harțig","Prop","(1998-10-11)11 October 1998 (aged 24)",9,NA,"Romania","Bassin d'Arcachon","https://en.wikipedia.org/wiki/Iulian_Har%C8%9Big",NA
"Alexandru Savin","Prop","(1995-02-12)12 February 1995 (aged 28)",25,NA,"Romania","Steaua București","https://en.wikipedia.org/wiki/Alexandru_Savin","Focșani, Romania"
"Ștefan Iancu","Lock","(1998-07-01)1 July 1998 (aged 25)",5,NA,"Romania","Știința Baia Mare","https://en.wikipedia.org/wiki/%C8%98tefan_Iancu_(rugby_union)",NA
"Marius Iftimiciuc","Lock","(1997-08-13)13 August 1997 (aged 26)",22,NA,"Romania","Carcassonne","https://en.wikipedia.org/wiki/Marius_Iftimiciuc","Iasi Romania"
"Adrian Moțoc","Lock","(1996-07-11)11 July 1996 (aged 27)",27,NA,"Romania","Biarritz","https://en.wikipedia.org/wiki/Adrian_Mo%C8%9Boc","Saumur, France"
"Cristi Boboc","Back row","(1995-10-09)9 October 1995 (aged 27)",9,NA,"Romania","Steaua București","https://en.wikipedia.org/wiki/Cristi_Boboc",NA
"Cristi Chirică (c)","Back row","(1997-04-09)9 April 1997 (aged 26)",34,NA,"Romania","Dinamo București","https://en.wikipedia.org/wiki/Cristi_Chiric%C4%83","Bârlad, Romania"
"André Gorin","Back row","(1987-11-30)30 November 1987 (aged 35)",44,NA,"Romania","Hyères Carqueiranne","https://en.wikipedia.org/wiki/Andr%C3%A9_Gorin_(rugby_union)",NA
"Mihai Macovei","Back row","(1986-10-29)29 October 1986 (aged 36)",104,NA,"Romania","Bassin d'Arcachon","https://en.wikipedia.org/wiki/Mihai_Macovei","Gura Humorului, Romania"
"Vlad Neculau","Back row","(1998-01-07)7 January 1998 (aged 25)",14,NA,"Romania","Timișoara","https://en.wikipedia.org/wiki/Vlad_Neculau","Bivolari, Romania"
"Florian Roșu","Back row","(1993-04-20)20 April 1993 (aged 30)",13,NA,"Romania","Știința Baia Mare","https://en.wikipedia.org/wiki/Florian_Ro%C8%99u",NA
"Dragoș Ser","Back row","(1999-03-04)4 March 1999 (aged 24)",15,NA,"Romania","Steaua București","https://en.wikipedia.org/wiki/Drago%C8%99_Ser","Costinești, Romania"
"Damian Strătilă","Back row","(1996-07-28)28 July 1996 (aged 27)",6,NA,"Romania","Steaua București","https://en.wikipedia.org/wiki/Damian_Str%C4%83til%C4%83","Constanța, Romania"
"Alin Conache","Scrum-half","(2002-05-07)7 May 2002 (aged 21)",5,NA,"Romania","Timișoara","https://en.wikipedia.org/wiki/Alin_Conache","Suceava, Romania"
"Gabriel Rupanu","Scrum-half","(1997-09-28)28 September 1997 (aged 25)",21,NA,"Romania","Timișoara","https://en.wikipedia.org/wiki/Gabriel_Rupanu","Prisacani, Romania"
"Florin Surugiu","Scrum-half","(1984-12-10)10 December 1984 (aged 38)",103,NA,"Romania","Steaua București","https://en.wikipedia.org/wiki/Florin_Surugiu","Bucharest, Romania"
"Tudor Boldor","Fly-half","(1997-11-29)29 November 1997 (aged 25)",16,NA,"Romania","Dinamo București","https://en.wikipedia.org/wiki/Tudor_Boldor","Romania"
"Mihai Mureșan","Fly-half","(2002-10-02)2 October 2002 (aged 20)",3,NA,"Romania","Știința Baia Mare","https://en.wikipedia.org/wiki/Mihai_Mure%C8%99an","Romania"
"Gabriel Pop","Fly-half","(1998-03-29)29 March 1998 (aged 25)",5,NA,"Romania","Dinamo București","https://en.wikipedia.org/wiki/Gabriel_Pop","Romania"
"Taylor Gontineac","Centre","(2000-07-16)16 July 2000 (aged 23)",10,NA,"Romania","Rouen","https://en.wikipedia.org/wiki/Taylor_Gontineac","Aurillac, France"
"Tevita Manumua","Centre","(1993-02-12)12 February 1993 (aged 30)",2,NA,"Romania","Timișoara","https://en.wikipedia.org/wiki/Tevita_Manumua","Tongatapu, Tonga"
"Taliaʻuli Sikuea","Centre","(1995-07-14)14 July 1995 (aged 28)",1,NA,"Romania","Știința Baia Mare","https://en.wikipedia.org/wiki/Talia%CA%BBuli_Sikuea","Tonga"
"Jason Tomane","Centre","(1995-03-04)4 March 1995 (aged 28)",14,NA,"Romania","Știința Baia Mare","https://en.wikipedia.org/wiki/Jason_Tomane","Sunnybank, Queensland, Australia"
"Sioeli Lama","Wing","(1995-10-12)12 October 1995 (aged 27)",6,NA,"Romania","Steaua București","https://en.wikipedia.org/wiki/Sioeli_Lama","Tonga"
"Nicolas Onuțu","Wing","(1995-12-27)27 December 1995 (aged 27)",27,NA,"Romania","Annonay","https://en.wikipedia.org/wiki/Nicolas_Onu%C8%9Bu","France"
"Marius Simionescu","Wing","(1997-09-05)5 September 1997 (aged 26)",30,NA,"Romania","Timișoara","https://en.wikipedia.org/wiki/Marius_Simionescu","Erbiceni, Romania"
"Fonovai Tangimana","Wing","(1989-10-25)25 October 1989 (aged 33)",22,NA,"Romania","Steaua București","https://en.wikipedia.org/wiki/Fonovai_Tangimana","Neiafu, Tonga"
"Paul Popoaia","Fullback","(2000-05-29)29 May 2000 (aged 23)",12,NA,"Romania","Știința Baia Mare","https://en.wikipedia.org/wiki/Paul_Popoaia","Pașcani, Romania"
"Hinckley Vaovasa","Fullback","(1998-09-24)24 September 1998 (aged 24)",18,NA,"Romania","Steaua București","https://en.wikipedia.org/wiki/Hinckley_Vaovasa","Wellington, New Zealand"
"Elliot Dee","Hooker","(1994-03-07)7 March 1994 (aged 29)",43,NA,"Wales","Dragons","https://en.wikipedia.org/wiki/Elliot_Dee","Newport, Wales"
"Ryan Elias","Hooker","(1995-01-07)7 January 1995 (aged 28)",34,NA,"Wales","Scarlets","https://en.wikipedia.org/wiki/Ryan_Elias","Carmarthen, Wales"
"Dewi Lake (cc)","Hooker","(1999-05-16)16 May 1999 (aged 24)",9,NA,"Wales","Ospreys","https://en.wikipedia.org/wiki/Dewi_Lake","Bridgend, Wales"
"Corey Domachowski","Prop","(1996-11-09)9 November 1996 (aged 26)",2,NA,"Wales","Cardiff","https://en.wikipedia.org/wiki/Corey_Domachowski","Poznan, Poland"
"Tomas Francis","Prop","(1992-04-27)27 April 1992 (aged 31)",72,NA,"Wales","Provence","https://en.wikipedia.org/wiki/Tomas_Francis","York, England"
"Dillon Lewis","Prop","(1996-01-04)4 January 1996 (aged 27)",51,NA,"Wales","Harlequins","https://en.wikipedia.org/wiki/Dillon_Lewis","Church Village, Wales"
"Nicky Smith","Prop","(1994-04-07)7 April 1994 (aged 29)",44,NA,"Wales","Ospreys","https://en.wikipedia.org/wiki/Nicky_Smith_(rugby_union)","Swansea, Wales"
"Gareth Thomas","Prop","(1993-08-02)2 August 1993 (aged 30)",22,NA,"Wales","Ospreys","https://en.wikipedia.org/wiki/Gareth_Thomas_(rugby_union,_born_1993)","Newcastle Emlyn, Ceredigion, Wales"
"Henry Thomas","Prop","(1991-10-30)30 October 1991 (aged 31)",2,NA,"Wales","Montpellier","https://en.wikipedia.org/wiki/Henry_Thomas_(rugby_union)","Kingston upon Thames, England"
"Adam Beard","Lock","(1996-01-07)7 January 1996 (aged 27)",47,NA,"Wales","Ospreys","https://en.wikipedia.org/wiki/Adam_Beard","Swansea, Wales"
"Dafydd Jenkins","Lock","(2002-12-05)5 December 2002 (aged 20)",7,NA,"Wales","Exeter Chiefs","https://en.wikipedia.org/wiki/Dafydd_Jenkins_(rugby_union)","Bridgend, Wales"
"Will Rowlands","Lock","(1991-09-19)19 September 1991 (aged 31)",25,NA,"Wales","Racing 92","https://en.wikipedia.org/wiki/Will_Rowlands","Hammersmith, London, England"
"Christ Tshiunza","Lock","(2002-01-09)9 January 2002 (aged 21)",7,NA,"Wales","Exeter Chiefs","https://en.wikipedia.org/wiki/Christ_Tshiunza","Kinshasa, Democratic Republic of the Congo"
"Taine Basham","Back row","(1999-02-22)22 February 1999 (aged 24)",13,NA,"Wales","Dragons","https://en.wikipedia.org/wiki/Taine_Basham","Newport, Wales"
"Taulupe Faletau","Back row","(1990-11-12)12 November 1990 (aged 32)",100,NA,"Wales","Cardiff","https://en.wikipedia.org/wiki/Taulupe_Faletau","Tofoa, Tonga"
"Dan Lydiate","Back row","(1988-12-18)18 December 1988 (aged 34)",71,NA,"Wales","Dragons","https://en.wikipedia.org/wiki/Dan_Lydiate","Salford, England"
"Jac Morgan (cc)","Back row","(2000-01-21)21 January 2000 (aged 23)",11,NA,"Wales","Ospreys","https://en.wikipedia.org/wiki/Jac_Morgan","Sketty, Wales"
"Tommy Reffell","Back row","(1999-04-27)27 April 1999 (aged 24)",10,NA,"Wales","Leicester Tigers","https://en.wikipedia.org/wiki/Tommy_Reffell","Bridgend, Wales"
"Aaron Wainwright","Back row","(1997-09-25)25 September 1997 (aged 25)",39,NA,"Wales","Dragons","https://en.wikipedia.org/wiki/Aaron_Wainwright","Newport, Wales"
"Gareth Davies","Scrum-half","(1990-08-18)18 August 1990 (aged 33)",69,NA,"Wales","Scarlets","https://en.wikipedia.org/wiki/Gareth_Davies_(rugby_union,_born_1990)","Carmarthen, Wales"
"Tomos Williams","Scrum-half","(1995-01-01)1 January 1995 (aged 28)",48,NA,"Wales","Cardiff","https://en.wikipedia.org/wiki/Tomos_Williams","Treorchy, Wales"
"Gareth Anscombe","Fly-half","(1991-05-10)10 May 1991 (aged 32)",35,NA,"Wales","Tokyo Sungoliath","https://en.wikipedia.org/wiki/Gareth_Anscombe","Auckland, New Zealand"
"Dan Biggar","Fly-half","(1989-10-16)16 October 1989 (aged 33)",109,NA,"Wales","Toulon","https://en.wikipedia.org/wiki/Dan_Biggar","Morriston, Swansea, Wales"
"Sam Costelow","Fly-half","(2001-10-01)1 October 2001 (aged 21)",4,NA,"Wales","Scarlets","https://en.wikipedia.org/wiki/Sam_Costelow","Llantrisant, Wales"
"Mason Grady","Centre","(2002-03-29)29 March 2002 (aged 21)",4,NA,"Wales","Cardiff","https://en.wikipedia.org/wiki/Mason_Grady","Cardiff, Wales"
"George North","Centre","(1992-04-13)13 April 1992 (aged 31)",114,NA,"Wales","Ospreys","https://en.wikipedia.org/wiki/George_North","King's Lynn, England"
"Nick Tompkins","Centre","(1995-02-16)16 February 1995 (aged 28)",28,NA,"Wales","Saracens","https://en.wikipedia.org/wiki/Nick_Tompkins","Sidcup, Kent, England"
"Johnny Williams","Centre","(1996-10-18)18 October 1996 (aged 26)",6,NA,"Wales","Scarlets","https://en.wikipedia.org/wiki/Johnny_Williams_(rugby_union,_born_1996)","Weston-super-Mare, England"
"Josh Adams","Wing","(1995-04-21)21 April 1995 (aged 28)",50,NA,"Wales","Cardiff","https://en.wikipedia.org/wiki/Josh_Adams_(rugby_union)","Swansea, Wales"
"Rio Dyer","Wing","(1999-12-21)21 December 1999 (aged 23)",9,NA,"Wales","Dragons","https://en.wikipedia.org/wiki/Rio_Dyer","Newport, Wales"
"Louis Rees-Zammit","Wing","(2001-02-02)2 February 2001 (aged 22)",27,NA,"Wales","Gloucester","https://en.wikipedia.org/wiki/Louis_Rees-Zammit","Penarth, Vale of Glamorgan, Wales"
"Leigh Halfpenny","Fullback","(1988-12-22)22 December 1988 (aged 34)",100,NA,"Wales","Unattached","https://en.wikipedia.org/wiki/Leigh_Halfpenny","Swansea, Wales"
"Liam Williams","Fullback","(1991-04-09)9 April 1991 (aged 32)",85,NA,"Wales","Kubota Spears","https://en.wikipedia.org/wiki/Liam_Williams_(rugby_union)","Swansea, Wales"
"Matt Faessler","Hooker","(1998-12-21)21 December 1998 (aged 24)",2,NA,"Australia","Queensland Reds","https://en.wikipedia.org/wiki/Matt_Faessler","Australia"
"Dave Porecki","Hooker","(1992-10-23)23 October 1992 (aged 30)",15,NA,"Australia","NSW Waratahs","https://en.wikipedia.org/wiki/Dave_Porecki","Sydney, Australia"
"Jordan Uelese","Hooker","(1997-01-24)24 January 1997 (aged 26)",18,NA,"Australia","Melbourne Rebels","https://en.wikipedia.org/wiki/Jordan_Uelese","Wellington, New Zealand"
"Angus Bell","Prop","(2000-10-04)4 October 2000 (aged 22)",24,NA,"Australia","NSW Waratahs","https://en.wikipedia.org/wiki/Angus_Bell","Sydney, Australia"
"Pone Fa'amausili","Prop","(1997-02-26)26 February 1997 (aged 26)",5,NA,"Australia","Melbourne Rebels","https://en.wikipedia.org/wiki/Pone_Fa%27amausili","Melbourne, Australia"
"Zane Nonggorr","Prop","(2001-03-30)30 March 2001 (aged 22)",3,NA,"Australia","Queensland Reds","https://en.wikipedia.org/wiki/Zane_Nonggorr","Cairns, Queensland, Australia"
"Blake Schoupp","Prop","(1998-11-28)28 November 1998 (aged 24)",1,NA,"Australia","ACT Brumbies","https://en.wikipedia.org/wiki/Blake_Schoupp","Wollongong, Australia"
"James Slipper","Prop","(1989-06-06)6 June 1989 (aged 34)",131,NA,"Australia","ACT Brumbies","https://en.wikipedia.org/wiki/James_Slipper","Gold Coast, Queensland, Australia"
"Taniela Tupou","Prop","(1996-05-10)10 May 1996 (aged 27)",49,NA,"Australia","Queensland Reds","https://en.wikipedia.org/wiki/Taniela_Tupou_(rugby_union)","Tongatapu, Tonga"
"Richie Arnold","Lock","(1990-07-01)1 July 1990 (aged 33)",5,NA,"Australia","Toulouse","https://en.wikipedia.org/wiki/Richie_Arnold","Wagga Wagga, Australia"
"Nick Frost","Lock","(1999-10-10)10 October 1999 (aged 23)",12,NA,"Australia","ACT Brumbies","https://en.wikipedia.org/wiki/Nick_Frost_(rugby_union)","Australia"
"Matt Philip","Lock","(1994-03-07)7 March 1994 (aged 29)",29,NA,"Australia","Melbourne Rebels","https://en.wikipedia.org/wiki/Matt_Philip","Mona Vale, Australia"
"Will Skelton (c)","Lock","(1992-05-03)3 May 1992 (aged 31)",29,NA,"Australia","La Rochelle","https://en.wikipedia.org/wiki/Will_Skelton","Auckland, New Zealand"
"Langi Gleeson","Back row","(2001-07-21)21 July 2001 (aged 22)",4,NA,"Australia","NSW Waratahs","https://en.wikipedia.org/wiki/Langi_Gleeson","Australia"
"Tom Hooper","Back row","(2002-01-01)1 January 2002 (aged 21)",4,NA,"Australia","ACT Brumbies","https://en.wikipedia.org/wiki/Tom_Hooper_(rugby_union)","Australia"
"Josh Kemeny","Back row","(1998-11-29)29 November 1998 (aged 24)",1,NA,"Australia","Melbourne Rebels","https://en.wikipedia.org/wiki/Josh_Kemeny","Australia"
"Rob Leota","Back row","(1997-03-03)3 March 1997 (aged 26)",17,NA,"Australia","Melbourne Rebels","https://en.wikipedia.org/wiki/Rob_Leota","Preston, Victoria, Australia"
"Fraser McReight","Back row","(1999-02-19)19 February 1999 (aged 24)",13,NA,"Australia","Queensland Reds","https://en.wikipedia.org/wiki/Fraser_McReight","Buderim, Queensland, Australia"
"Rob Valetini","Back row","(1998-09-03)3 September 1998 (aged 25)",35,NA,"Australia","ACT Brumbies","https://en.wikipedia.org/wiki/Rob_Valetini","Melbourne, Victoria, Australia"
"Issak Fines-Leleiwasa","Scrum-half","(1995-10-02)2 October 1995 (aged 27)",1,NA,"Australia","Western Force","https://en.wikipedia.org/wiki/Issak_Fines-Leleiwasa","Sydney, Australia"
"Tate McDermott (c)","Scrum-half","(1998-09-18)18 September 1998 (aged 24)",26,NA,"Australia","Queensland Reds","https://en.wikipedia.org/wiki/Tate_McDermott","Bundaberg, Queensland, Australia"
"Nic White","Scrum-half","(1990-06-13)13 June 1990 (aged 33)",63,NA,"Australia","ACT Brumbies","https://en.wikipedia.org/wiki/Nic_White","Scone, New South Wales, Australia"
"Carter Gordon","Fly-half","(2001-01-29)29 January 2001 (aged 22)",5,NA,"Australia","Melbourne Rebels","https://en.wikipedia.org/wiki/Carter_Gordon","Nambour, Queensland, Australia"
"Ben Donaldson","Fly-half","(1999-04-05)5 April 1999 (aged 24)",3,NA,"Australia","NSW Waratahs","https://en.wikipedia.org/wiki/Ben_Donaldson_(rugby_union)","Sydney, New South Wales, Australia"
"Lalakai Foketi","Centre","(1994-12-22)22 December 1994 (aged 28)",6,NA,"Australia","NSW Waratahs","https://en.wikipedia.org/wiki/Lalakai_Foketi","Hamilton, New Zealand"
"Samu Kerevi","Centre","(1993-09-27)27 September 1993 (aged 29)",45,NA,"Australia","Tokyo Sungoliath","https://en.wikipedia.org/wiki/Samu_Kerevi","Viseisei, Fiji"
"Izaia Perese","Centre","(1997-05-17)17 May 1997 (aged 26)",5,NA,"Australia","NSW Waratahs","https://en.wikipedia.org/wiki/Izaia_Perese",NA
"Jordan Petaia","Centre","(2000-03-14)14 March 2000 (aged 23)",28,NA,"Australia","Queensland Reds","https://en.wikipedia.org/wiki/Jordan_Petaia","Melbourne, Victoria, Australia"
"Max Jorgensen","Wing","(2004-09-02)2 September 2004 (aged 19)",0,NA,"Australia","NSW Waratahs","https://en.wikipedia.org/wiki/Max_Jorgensen","Sydney, New South Wales, Australia"
"Marika Koroibete","Wing","(1992-07-26)26 July 1992 (aged 31)",55,NA,"Australia","Saitama Wild Knights","https://en.wikipedia.org/wiki/Marika_Koroibete",NA
"Mark Nawaqanitawase","Wing","(2000-09-11)11 September 2000 (aged 22)",7,NA,"Australia","NSW Waratahs","https://en.wikipedia.org/wiki/Mark_Nawaqanitawase","Sydney, New South Wales, Australia"
"Suliasi Vunivalu","Wing","(1995-11-27)27 November 1995 (aged 27)",3,NA,"Australia","Queensland Reds","https://en.wikipedia.org/wiki/Suliasi_Vunivalu","Suva, Fiji"
"Andrew Kellaway","Fullback","(1995-10-12)12 October 1995 (aged 27)",24,NA,"Australia","Melbourne Rebels","https://en.wikipedia.org/wiki/Andrew_Kellaway_(rugby_union)","Sydney, New South Wales, Australia"
"Tevita Ikanivere","Hooker","(1999-09-06)6 September 1999 (aged 24)",8,NA,"Fiji","Fijian Drua","https://en.wikipedia.org/wiki/Tevita_Ikanivere","Ono-i-Lau, Fiji"
"Sam Matavesi","Hooker","(1992-01-13)13 January 1992 (aged 31)",26,NA,"Fiji","Northampton Saints","https://en.wikipedia.org/wiki/Sam_Matavesi","Truro, England"
"Zuriel Togiatama","Hooker","(1999-02-03)3 February 1999 (aged 24)",3,NA,"Fiji","Fijian Drua","https://en.wikipedia.org/wiki/Zuriel_Togiatama","Auckland, New Zealand"
"Mesake Doge","Prop","(1993-04-01)1 April 1993 (aged 30)",10,NA,"Fiji","Fijian Drua","https://en.wikipedia.org/wiki/Mesake_Doge","Colonial War Memorial Hospital,Suva, Fiji"
"Jone Koroiduadua","Prop","(1997-02-27)27 February 1997 (aged 26)",2,NA,"Fiji","Fijian Drua","https://en.wikipedia.org/wiki/Jone_Koroiduadua","Nadroga-Navosa, Fiji"
"Eroni Mawi","Prop","(1996-06-02)2 June 1996 (aged 27)",25,NA,"Fiji","Saracens","https://en.wikipedia.org/wiki/Eroni_Mawi","Tovu, Fiji"
"Peni Ravai","Prop","(1990-06-16)16 June 1990 (aged 33)",39,NA,"Fiji","Queensland Reds","https://en.wikipedia.org/wiki/Peni_Ravai","Verata, Fiji"
"Luke Tagi","Prop","(1997-06-23)23 June 1997 (aged 26)",9,NA,"Fiji","Bayonne","https://en.wikipedia.org/wiki/Luke_Tagi","Gau Island, Fiji"
"Samu Tawake","Prop","(1996-09-11)11 September 1996 (aged 26)",2,NA,"Fiji","Fijian Drua","https://en.wikipedia.org/wiki/Samu_Tawake","Levuka, Fiji"
"Te Ahiwaru Cirikidaveta","Lock","(1998-04-12)12 April 1998 (aged 25)",5,NA,"Fiji","Fijian Drua","https://en.wikipedia.org/wiki/Te_Ahiwaru_Cirikidaveta","Te Araroa, New Zealand"
"Temo Mayanavanua","Lock","(1997-11-09)9 November 1997 (aged 25)",11,NA,"Fiji","Northampton Saints","https://en.wikipedia.org/wiki/Temo_Mayanavanua","Fiji"
"Isoa Nasilasila","Lock","(1999-09-13)13 September 1999 (aged 23)",7,NA,"Fiji","Fijian Drua","https://en.wikipedia.org/wiki/Isoa_Nasilasila","Campbelltown, Sydney, Australia"
"Lekima Tagitagivalu","Lock","(1995-12-04)4 December 1995 (aged 27)",3,NA,"Fiji","Pau","https://en.wikipedia.org/wiki/Lekima_Tagitagivalu","Ba, Fiji"
"Levani Botia","Back row","(1989-03-14)14 March 1989 (aged 34)",24,NA,"Fiji","La Rochelle","https://en.wikipedia.org/wiki/Levani_Botia","Naitasiri, Fiji"
"Meli Derenalagi","Back row","(1998-11-26)26 November 1998 (aged 24)",3,NA,"Fiji","Fijian Drua","https://en.wikipedia.org/wiki/Meli_Derenalagi","Nadi, Fiji"
"Viliame Mata","Back row","(1991-10-22)22 October 1991 (aged 31)",26,NA,"Fiji","Edinburgh","https://en.wikipedia.org/wiki/Viliame_Mata","Nauluvatau, Nakelo, Tailevu, Fiji"
"Vilive Miramira","Back row","(1999-03-21)21 March 1999 (aged 24)",1,NA,"Fiji","Fijian Drua","https://en.wikipedia.org/wiki/Vilive_Miramira","Vanua Levu, Fiji"
"Albert Tuisue","Back row","(1993-06-06)6 June 1993 (aged 30)",19,NA,"Fiji","Gloucester","https://en.wikipedia.org/wiki/Albert_Tuisue","Kadavu Island, Fiji"
"Simione Kuruvoli","Scrum-half","(1999-01-02)2 January 1999 (aged 24)",7,NA,"Fiji","Fijian Drua","https://en.wikipedia.org/wiki/Simione_Kuruvoli_(rugby_union)","Kadavu, Fiji"
"Frank Lomani","Scrum-half","(1996-04-18)18 April 1996 (aged 27)",26,NA,"Fiji","Fijian Drua","https://en.wikipedia.org/wiki/Frank_Lomani","Bua, Fiji"
"Ratu Peni Matawalu","Scrum-half","(1997-07-08)8 July 1997 (aged 26)",5,NA,"Fiji","Fijian Drua","https://en.wikipedia.org/wiki/Ratu_Peni_Matawalu","Ra, Fiji"
"Caleb Muntz","Fly-half","(1999-10-30)30 October 1999 (aged 23)",4,NA,"Fiji","Fijian Drua","https://en.wikipedia.org/wiki/Caleb_Muntz","Huntly, New Zealand"
"Teti Tela","Fly-half","(1991-03-07)7 March 1991 (aged 32)",6,NA,"Fiji","Fijian Drua","https://en.wikipedia.org/wiki/Teti_Tela","Levuka, Ovalau, Fiji"
"Vilimoni Botitu","Centre","(1998-06-15)15 June 1998 (aged 25)",8,NA,"Fiji","Castres","https://en.wikipedia.org/wiki/Vilimoni_Botitu",NA
"Sireli Maqala","Centre","(2000-03-21)21 March 2000 (aged 23)",4,NA,"Fiji","Bayonne","https://en.wikipedia.org/wiki/Sireli_Maqala","Fiji"
"Iosefo Masi","Centre","(1998-05-09)9 May 1998 (aged 25)",2,NA,"Fiji","Fijian Drua","https://en.wikipedia.org/wiki/Iosefo_Masi",NA
"Waisea Nayacalevu (c)","Centre","(1990-06-26)26 June 1990 (aged 33)",39,NA,"Fiji","Toulon","https://en.wikipedia.org/wiki/Waisea_Nayacalevu","Navua, Fiji"
"Semi Radradra","Centre","(1992-06-13)13 June 1992 (aged 31)",15,NA,"Fiji","Lyon","https://en.wikipedia.org/wiki/Semi_Radradra",NA
"Josua Tuisova","Centre","(1994-02-04)4 February 1994 (aged 29)",19,NA,"Fiji","Racing 92","https://en.wikipedia.org/wiki/Josua_Tuisova","Votua, Ba, Fiji"
"Vinaya Habosi","Wing","(2000-01-30)30 January 2000 (aged 23)",6,NA,"Fiji","Racing 92","https://en.wikipedia.org/wiki/Vinaya_Habosi","Nadroga-Navosa, Fiji"
"Kalaveti Ravouvou","Wing","(1998-06-06)6 June 1998 (aged 25)",6,NA,"Fiji","Bristol Bears","https://en.wikipedia.org/wiki/Kalaveti_Ravouvou","Nadroga-Navosa, Fiji"
"Selestino Ravutaumada","Wing","(2000-01-17)17 January 2000 (aged 23)",4,NA,"Fiji","Fijian Drua","https://en.wikipedia.org/wiki/Selestino_Ravutaumada","Taveuni, Fiji"
"Jiuta Wainiqolo","Wing","(1999-03-10)10 March 1999 (aged 24)",4,NA,"Fiji","Toulon","https://en.wikipedia.org/wiki/Jiuta_Wainiqolo",NA
"Ilaisa Droasese","Fullback","(1999-09-13)13 September 1999 (aged 23)",4,NA,"Fiji","Fijian Drua","https://en.wikipedia.org/wiki/Ilaisa_Droasese","Fiji"
"Shalva Mamukashvili","Hooker","(1990-10-02)2 October 1990 (aged 32)",100,NA,"Georgia","Black Lion","https://en.wikipedia.org/wiki/Shalva_Mamukashvili","Tbilisi, Georgian SSR, Soviet Union"
"Luka Nioradze","Hooker","(1999-04-06)6 April 1999 (aged 24)",1,NA,"Georgia","Aurillac","https://en.wikipedia.org/wiki/Luka_Nioradze","Tbilisi, Georgia"
"Tengiz Zamtaradze","Hooker","(1998-01-02)2 January 1998 (aged 25)",4,NA,"Georgia","Black Lion","https://en.wikipedia.org/w/index.php?title=Tengiz_Zamtaradze&action=edit&redlink=1",NA
"Nika Abuladze","Prop","(1995-08-20)20 August 1995 (aged 28)",12,NA,"Georgia","Exeter Chiefs","https://en.wikipedia.org/wiki/Nika_Abuladze","Tbilisi, Georgia"
"Beka Gigashvili","Prop","(1992-02-17)17 February 1992 (aged 31)",36,NA,"Georgia","Toulon","https://en.wikipedia.org/wiki/Beka_Gigashvili","Tbilisi, Georgia"
"Guram Gogichashvili","Prop","(1998-09-04)4 September 1998 (aged 25)",39,NA,"Georgia","Racing 92","https://en.wikipedia.org/wiki/Guram_Gogichashvili","Khashuri, Georgia"
